,Topic_1
Term_59410,phenomenon bradford law
Term_59411,phenomenon elements
Term_59412,phenomenon elements sleeping
Term_59413,phenomenon existing
Term_59414,phenomenon existing references
Term_59415,phenomenon keywords
Term_59416,phenomenon keywords network
Term_59417,phenomenon knowledge
Term_59418,phenomenon knowledge management
Term_59419,phenomenon multiple
Term_59420,phenomenon multiple citation
Term_59421,phenomenon patent
Term_59422,phenomenon patent citation
Term_59423,phenomenon women
Term_59424,phenomenon women discriminations
Term_59425,phenomenon words
Term_59426,phenomenon words syntactic
Term_59427,pheonix
Term_59428,pheonix dactylifera
Term_59429,pheonix dactylifera 12
Term_59430,pheromone
Term_59431,pheromone biology
Term_59432,pheromone biology case
Term_59433,phi
Term_59434,phi index
Term_59435,phi index million
Term_59436,philippines
Term_59437,philippines comparison
Term_59438,philippines comparison asean
Term_59439,philology
Term_59440,philology abroad
Term_59441,philosophers
Term_59442,philosophers science
Term_59443,philosophical
Term_59444,philosophical approach
Term_59445,philosophical approach nalimov
Term_59446,philosophical considerations
Term_59447,philosophical considerations using
Term_59448,philosophical disputes
Term_59449,philosophical essay
Term_59450,philosophical essay economics
Term_59451,philosophical framework
Term_59452,philosophical scientific
Term_59453,philosophical scientific perspectives
Term_59454,philosophical transactions
Term_59455,philosophical transactions 1901
Term_59456,philosophy
Term_59457,philosophy examining
Term_59458,philosophy examining relationship
Term_59459,philosophy free
Term_59460,philosophy free sorites
Term_59461,philosophy history
Term_59462,philosophy number
Term_59463,philosophy number metrical
Term_59464,philosophy preliminary
Term_59465,philosophy preliminary study
Term_59466,philosophy public
Term_59467,philosophy public health
Term_59468,philosophy science
Term_59469,philosophy science metrics
Term_59470,philosophy science viewed
Term_59471,phishing
Term_59472,phishing pretext
Term_59473,phishing pretext social
Term_59474,phones
Term_59475,phones transportation
Term_59476,phones transportation english
Term_59477,phosphate
Term_59478,phosphate battery
Term_59479,phosphate battery key
Term_59480,phosphides
Term_59481,phosphorus
Term_59482,phosphorus research
Term_59483,phosphorus research eutrophic
Term_59484,photo
Term_59485,photo sharing
Term_59486,photo sharing community
Term_59487,photo taken
Term_59488,photo taken geolocation
Term_59489,photographs
Term_59490,photographs flickr
Term_59491,photography
Term_59492,photography study
Term_59493,photography study immediate
Term_59494,photovoltaic
Term_59495,photovoltaic cells
Term_59496,photovoltaic industries
Term_59497,photovoltaic industries taiwan
Term_59498,photovoltaic industry
Term_59499,phrase
Term_59500,phrase information
Term_59501,phrase information storage
Term_59502,phrase level
Term_59503,phrase level analysis
Term_59504,phrase similarity
Term_59505,phrases
Term_59506,phrases citation
Term_59507,phrases citation contexts
Term_59508,phrasing
Term_59509,phrasing choice
Term_59510,phrasing choice search
Term_59511,phylogenies
Term_59512,phylogenies comparative
Term_59513,phylogenies comparative method
Term_59514,physical
Term_59515,physical appearance
Term_59516,physical appearance research
Term_59517,physical attributes
Term_59518,physical behaviors
Term_59519,physical behaviors fully
Term_59520,physical behaviors research
Term_59521,physical chemistry
Term_59522,physical chemistry surfactants
Term_59523,physical life
Term_59524,physical life sciences
Term_59525,physical review
Term_59526,physical review citation
Term_59527,physical review letters
Term_59528,physical review physical
Term_59529,physical science
Term_59530,physical science professions
Term_59531,physical sciences
Term_59532,physical sciences journals
Term_59533,physical scientists
Term_59534,physical scientists nigerian
Term_59535,physically
Term_59536,physically structure
Term_59537,physically structure file
Term_59538,physicians
Term_59539,physicians assessment
Term_59540,physicians assessment value
Term_59541,physicians learning
Term_59542,physicians learning work
Term_59543,physicians use
Term_59544,physicians use electronic
Term_59545,physicist
Term_59546,physicists
Term_59547,physicists academic
Term_59548,physicists academic disciplines
Term_59549,physicists astronomers
Term_59550,physicists based
Term_59551,physicists based selective
Term_59552,physicists comparison
Term_59553,physicists comparison index
Term_59554,physicists mechanical
Term_59555,physicists mechanical engineers
Term_59556,physics
Term_59557,physics 1800
Term_59558,physics 1800 1900
Term_59559,physics 1901
Term_59560,physics 1901 2012
Term_59561,physics 1938
Term_59562,physics 1938 1987
Term_59563,physics 1966
Term_59564,physics 1966 2005
Term_59565,physics 1987
Term_59566,physics 1987 1994
Term_59567,physics 1990
Term_59568,physics 1990 1995
Term_59569,physics 50
Term_59570,physics 50 years
Term_59571,physics analysis
Term_59572,physics analysis india
Term_59573,physics authorship
Term_59574,physics bibliometric
Term_59575,physics bibliometric study
Term_59576,physics briefs
Term_59577,physics briefs sci
Term_59578,physics british
Term_59579,physics british period
Term_59580,physics careers
Term_59581,physics careers employment
Term_59582,physics case
Term_59583,physics case study
Term_59584,physics catalonia
Term_59585,physics catalonia quality
Term_59586,physics chemistry
Term_59587,physics chemistry bias
Term_59588,physics chemistry engineering
Term_59589,physics chemistry medicine
Term_59590,physics community
Term_59591,physics cosmic
Term_59592,physics cosmic rays
Term_59593,physics delimitation
Term_59594,physics delimitation problems
Term_59595,physics engineering
Term_59596,physics engineering inspec
Term_59597,physics engineering mathematics
Term_59598,physics formalism
Term_59599,physics formalism multidocument
Term_59600,physics ii
Term_59601,physics ii literature
Term_59602,physics journals
Term_59603,physics journals comparison
Term_59604,physics laboratory
Term_59605,physics lie
Term_59606,physics lie cartwright
Term_59607,physics literature
Term_59608,physics literature science
Term_59609,physics macro
Term_59610,physics macro level
Term_59611,physics mathematics
Term_59612,physics mathematics 1978
Term_59613,physics medicine
Term_59614,physics medicine biology
Term_59615,physics methods
Term_59616,physics methods concepts
Term_59617,physics micro
Term_59618,physics micro level
Term_59619,physics monte
Term_59620,physics monte carlo
Term_59621,physics month
Term_59622,physics month month
Term_59623,physics nobel
Term_59624,physics nobel lectures
Term_59625,physics particles
Term_59626,physics particles fields
Term_59627,physics periphery
Term_59628,physics periphery world
Term_59629,physics prizes
Term_59630,physics prizes 1901
Term_59631,physics proceeding
Term_59632,physics proceeding papers
Term_59633,physics psychology
Term_59634,physics psychology respectability
Term_59635,physics publication
Term_59636,physics publication productivity
Term_59637,physics publications
Term_59638,physics publications foreign
Term_59639,physics publications korea
Term_59640,physics publications middle
Term_59641,physics regularities
Term_59642,physics regularities tendencies
Term_59643,physics research
Term_59644,physics research india
Term_59645,physics subfields
Term_59646,physics subfields 1981
Term_59647,physics subfields multidimensional
Term_59648,physics superconductivity
Term_59649,physics surveying
Term_59650,physics surveying present
Term_59651,physics using
Term_59652,physics using bibliometric
Term_59653,physics using percentile
Term_59654,physics won
Term_59655,physics won prize
Term_59656,physiology
Term_59657,physiology medicine
Term_59658,physiology medicine 1991
Term_59659,physiology publications
Term_59660,physiology publications 1994
Term_59661,pi
Term_59662,pi index
Term_59663,pi index cds
Term_59664,pi index new
Term_59665,picking
Term_59666,picking winners
Term_59667,picking winners irvine
Term_59668,picture
Term_59669,picture worth
Term_59670,picture worth thousand
Term_59671,picturing
Term_59672,picturing uncertain
Term_59673,picturing uncertain world
Term_59674,piling
Term_59675,piling dynamics
Term_59676,piling dynamics mail
Term_59677,pilot
Term_59678,pilot study
Term_59679,pilot study associations
Term_59680,pilot study based
Term_59681,pilot study chinese
Term_59682,pilot study evaluation
Term_59683,pilot study finding
Term_59684,pilot study school
Term_59685,pilot survey
