EID,Title,Authors,Year,DOI,Abstract
2-s2.0-85085733392,A Computational Theory of Mindfulness Based Cognitive Therapy from the “Bayesian Brain” Perspective,"Zina Mary Manjaly, Sandra Iglesias",2020,10.3389/fpsyt.2020.00404,
2-s2.0-85085507625,Experiential Neurorehabilitation: A Neurological Therapy Based on the Enactive Paradigm,David Martínez-Pernía,2020,10.3389/fpsyg.2020.00924,
2-s2.0-85080105988,Does the child brain rest?: An examination and interpretation of resting cognition in developmental cognitive neuroscience,"M. Catalina Camacho, Laura E. Quiñones-Camacho, Susan B. Perlman",2020,10.1016/j.neuroimage.2020.116688,
2-s2.0-85085397781,Commentary: Dopamine-Dependent Loss Aversion during Effort-Based Decision-Making,Russell J. Boag,2020,10.3389/fnins.2020.00468,
2-s2.0-85085220081,Crossing the Cleft: Communication Challenges Between Neuroscience and Artificial Intelligence,"Frances S. Chance, James B. Aimone, Srideep S. Musuvathy, Michael R. Smith, Craig M. Vineyard, Felix Wang",2020,10.3389/fncom.2020.00039,
2-s2.0-85087126624,Numerical skills and dyscalculia. From basic research to practice in Cuba (Habilidades numéricas y discalculia. De la investigación básica a la práctica en Cuba),"Vivian Reigosa-Crespo, Danilka Castro-Cañizares, Nancy Estévez-Pérez, Elsa Santos, Rosario Torres, Raysil Mosquera, Aymeé Álvarez, Belkis Recio, Eduardo González, Valeska Amor, Marlis Ontivero, Mitchell Valdés-Sosa",2020,10.1080/02109395.2020.1749502,
2-s2.0-85090628118,Contributions of the soviet authors’ studies for contemporary psychology and cognitive neuroscience Contribuições dos estudos de autores soviéticos para a psicologia e a neurociência cognitiva contemporâneas,Benito Pereira Damasceno,2020,10.1590/cc.246602,
2-s2.0-85090250723,A neurofeedback protocol for executive function to reduce depression and rumination: A controlled study,"Sheng Hsiang Yu, Chao Yuan Tseng, Wei Lun Lin",2020,10.9758/CPN.2020.18.3.375,
2-s2.0-85088051857,Research on Structure Model of General Intelligent System Based on Ecological Evolution 基于生态演化的通用智能系统结构模型研究,"Xiao Feng Wang, Ya Dong Yang",2020,10.16383/j.aas.c170679,
2-s2.0-85086563996,"A New Method for Evaluating Knowledge, Beliefs, and Neuromyths About the Mind and Brain Among Italian Teachers","Alice Tovazzi, Serena Giovannini, Demis Basso",2020,10.1111/mbe.12249,
2-s2.0-85086127021,Decoding and encoding models reveal the role of mental simulation in the brain representation of meaning,"David Soto, Usman Ayub Sheikh, Ning Mei, Roberto Santana",2020,10.1098/rsos.192043,
2-s2.0-85085072749,A literature review on the neurophysiological underpinnings and cognitive effects of transcutaneous vagus nerve stimulation: Challenges and future directions,"Lorenza Colzato, Christian Beste",2020,10.1152/jn.00057.2020,
2-s2.0-85084721446,Sleep supports memory and learning: Implications for clinical practice in speech-language pathology,"Emily L. Morrow, Melissa C. Duff",2020,10.1044/2019_AJSLP-19-00125,
2-s2.0-85084637768,Scientists discover upsides of virtual meetings,Michael Price,2020,10.1126/science.368.6490.457,
2-s2.0-85084211455,Stopping to Think About Stopping,Hugh Garavan,2020,10.1016/j.bpsc.2020.03.009,
2-s2.0-85084181810,A Closer Look at Depression Biotypes: Correspondence Relating to Grosenick et al. (2019),"Richard Dinga, Lianne Schmaal, Andre F. Marquand",2020,10.1016/j.bpsc.2019.09.011,
2-s2.0-85083791970,"Effort, Avolition, and Motivational Experience in Schizophrenia: Analysis of Behavioral and Neuroimaging Data With Relationships to Daily Motivational Experience","Adam J. Culbreth, Erin K. Moran, Sri Kandala, Andrew Westbrook, Deanna M. Barch",2020,10.1177/2167702620901558,
2-s2.0-85083503121,Delusions and theories of belief,"Michael H. Connors, Peter W. Halligan",2020,10.1016/j.concog.2020.102935,
2-s2.0-85079897248,Parsing the components of forgiveness: Psychological and neural mechanisms,"Melike M. Fourie, Ruud Hortensius, Jean Decety",2020,10.1016/j.neubiorev.2020.02.020,
2-s2.0-85079869716,Neuro-current response functions: A unified approach to MEG source analysis under the continuous stimuli paradigm,"Proloy Das, Christian Brodbeck, Jonathan Z. Simon, Behtash Babadi",2020,10.1016/j.neuroimage.2020.116528,
2-s2.0-85079418594,The emergence of dyslexia in the developing brain,"Ulrike Kuhl, Nicole E. Neef, Indra Kraft, Gesa Schaadt, Liane Dörr, Jens Brauer, Ivonne Czepezauer, Bent Müller, Arndt Wilcke, Holger Kirsten, Frank Emmrich, Johannes Boltze, Angela D. Friederici, Michael A. Skeide",2020,10.1016/j.neuroimage.2020.116633,
2-s2.0-85079319634,"A rapid, neural measure of implicit recognition memory using fast periodic visual stimulation","George Stothart, Laura J. Smith, Alexander Milton",2020,10.1016/j.neuroimage.2020.116628,
2-s2.0-85079138684,Bayesian statistics show a lack of change in excitability following bi-hemispheric HD-TDCS over the primary somatosensory cortices,"Selene Gallo, J. Baaijen Thijs, Judith Suttrup, Carolina Fernandes-Henriques, Riccardo Paracampo, Christian Keysers, Valeria Gazzola",2020,10.1016/j.brs.2020.02.009,
2-s2.0-85078800651,Social Semantics: The role of conceptual knowledge and cognitive control in a neurobiological model of the social brain,"Richard J. Binney, Richard Ramsey",2020,10.1016/j.neubiorev.2020.01.030,
2-s2.0-85077249864,The influence of object structure on visual short-term memory for multipart objects,"Benjamin A. McDunn, James M. Brown, Richard W. Plummer",2020,10.3758/s13414-019-01957-4,
2-s2.0-85084570987,Paired Trial Classification: A Novel Deep Learning Technique for MVPA,"Jacob M. Williams, Ashok Samal, Prahalada K. Rao, Matthew R. Johnson",2020,10.3389/fnins.2020.00417,
2-s2.0-85079527158,Neuroscience of the auditory-motor system: How does sound interact with movement?,"C. Lezama-Espinosa, H. L. Hernandez-Montiel",2020,10.1016/j.bbr.2020.112535,
2-s2.0-85082765069,"Superethics Instead of Superintelligence: Know Thyself, and Apply Science Accordingly","Pim Haselager, Giulio Mecacci",2020,10.1080/21507740.2020.1740353,
2-s2.0-85079386150,Investigating the Relationship between Neural Sensory Gateways and Creative Performance Using Convergent and Divergent Tasks,"Naba Ahsan, Kathleen Van Benthem, Kasia Muldner",2020,10.1080/10400419.2020.1717802,
2-s2.0-85075114797,Attentional Control and Executive Function,"Joseph B. Hopfinger, Scott D. Slotnick",2020,10.1080/17588928.2019.1682985,
2-s2.0-85068521008,Cross-frequency coupling of alpha oscillatory power to the entrainment rhythm of a spatially attended input stream,"Tommy J. Wilson, John J. Foxe",2020,10.1080/17588928.2019.1627303,
2-s2.0-85150866143,"Social cognition: Concept, evaluation, and application in psychiatry","Kartik Singhai, Pooja Patnaik Kuppili, Jitender Aneja",2020,10.4103/ijsp.ijsp_84_19,
2-s2.0-85085076381,Neural networks as a critical level of description for cognitive neuroscience,Timothy T. Rogers,2020,10.1016/j.cobeha.2020.02.009,
2-s2.0-85084181026,The drift diffusion model as the choice rule in inter-temporal and risky choice: A case study in medial orbitofrontal cortex lesion patients and controls,"Jan Peters, Mark D’Esposito",2020,10.1371/journal.pcbi.1007615,
2-s2.0-85082797118,How Should We Measure Fear?,Angelos Miltiadis Krypotos,2020,10.1016/j.bpsc.2020.02.009,
2-s2.0-85082336009,A mechanistic model for individualised treatment of anxiety disorders based on predictive neural biomarkers,"Anne Kathrin Brehl, Nils Kohn, Aart Herman Schene, Guillen Fernández",2020,10.1017/S0033291720000410,
2-s2.0-85081944158,For distinguished contributions to psychophysiology: Monica Fabiani and Gabriele Gratton,Bruce D. Bartholow,2020,10.1111/psyp.13536,
2-s2.0-85081672899,Infusing cognitive neuroscience into the clinical neuropsychology of memory,"Mary Pat McAndrews, Melanie Cohn, David A. Gold",2020,10.1016/j.cobeha.2020.01.011,
2-s2.0-85081119497,Mechanisms of memory: an intermediate level of analysis and organization,"Rosemary A. Cowell, David E. Huber",2020,10.1016/j.cobeha.2020.01.019,
2-s2.0-85080082830,Rethinking the episodic-semantic distinction from a gradient perspective,"Muireann Irish, Deniz Vatansever",2020,10.1016/j.cobeha.2020.01.016,
2-s2.0-85080027820,Revealing the body in the brain: An ERP method to examine sensorimotor activity during visual perception of body-related information,"Alejandro Galvez-Pol, Beatriz Calvo-Merino, Bettina Forster",2020,10.1016/j.cortex.2020.01.017,
2-s2.0-85079139261,"Erratum to “Neurocognitive reorganization between crystallized intelligence, fluid intelligence and white matter microstructure in two age-heterogeneous developmental cohorts” (Developmental Cognitive Neuroscience (2020) 41, (S1878929319303305), (10.1016/j.dcn.2019.100743))","Ivan L. Simpson-Kent, Delia Fuhrmann, Joe Bathelt, Jascha Achterberg, Gesa Sophia Borgeest, Rogier A. Kievit",2020,10.1016/j.dcn.2020.100769,
2-s2.0-85079138798,Mechanisms of learning and plasticity in childhood and adolescence,"Yana Fandakova, Catherine A. Hartley",2020,10.1016/j.dcn.2020.100764,
2-s2.0-85078994997,The Neural Basis of Religious Cognition,"Jordan Grafman, Irene Cristofori, Wanting Zhong, Joseph Bulbulia",2020,10.1177/0963721419898183,
2-s2.0-85078742777,Brain changes associated with language development and learning: A primer on methodology and applications,"Gigi Luk, Christos Pliatsikas, Eleonora Rossi",2020,10.1016/j.system.2020.102209,
2-s2.0-85078596113,Motivated control as a bridge between neuroeconomics and cognitive neuroscience,"Matthew D. Bachman, Scott A. Huettel",2020,10.1038/s41562-019-0794-0,
2-s2.0-85077977794,"Surprise, value and control in anterior cingulate cortex during speeded decision-making","Eliana Vassena, James Deraeve, William H. Alexander",2020,10.1038/s41562-019-0801-5,
2-s2.0-85074825168,Representationalism and cognitive culturalism: riders on elephants on turtles all the way down,Jason L. Mast,2020,10.1057/s41290-019-00087-6,
2-s2.0-85068235730,What can cognitive neuroscience do for cultural sociology?,"Omar Lizardo, Brandon Sepulvado, Dustin S. Stoltz, Marshall A. Taylor",2020,10.1057/s41290-019-00077-8,
2-s2.0-85068091750,How do performances fuse societies?,Erik Ringmar,2020,10.1057/s41290-019-00076-9,
2-s2.0-85067229019,Cultural sociology meets the cognitive wild: advantages of the distributed cognition framework for analyzing the intersection of culture and cognition,Matthew Norton,2020,10.1057/s41290-019-00075-w,
2-s2.0-85083363213,"Dreams, cognitive neuroscience and psychoanalysis Le rêve, les neurosciences cognitives et la psychanalyse",Perrine Ruby,2020,10.3917/fp.039.0133,
2-s2.0-85081026435,ERP Markers of Valence Coding in Emotional Speech Processing,"Alice Mado Proverbio, Sacha Santoni, Roberta Adorni",2020,10.1016/j.isci.2020.100933,
2-s2.0-85079890689,Psychometrics of Disembodiment and Its Differential Modulation by Visuomotor and Visuotactile Mismatches,"Marte Roel Lesur, Marieke Lieve Weijs, Colin Simon, Oliver Alan Kannape, Bigna Lenggenhager",2020,10.1016/j.isci.2020.100901,
2-s2.0-85079284367,High Motor Cortex Excitability in Highly Hypnotizable Individuals: A Favourable Factor for Neuroplasticity?,"Vincenzo Spina, Carmelo Chisari, Enrica L. Santarcangelo",2020,10.1016/j.neuroscience.2020.01.042,
2-s2.0-85083041717,Cognitive Enhancement via Network-Targeted Cortico-cortical Associative Brain Stimulation,"D. Momi, F. Neri, G. Coiro, C. Smeralda, D. Veniero, G. Sprugnoli, A. Rossi, A. Pascual-Leone, S. Rossi, E. Santarnecchi",2020,10.1093/cercor/bhz182,
2-s2.0-85082686472,Trait Anxiety Attenuates Response Inhibition: Evidence From an ERP Study Using the Go/NoGo Task,"Lisheng Xia, Licheng Mo, Jian Wang, Weifeng Zhang, Dandan Zhang",2020,10.3389/fnbeh.2020.00028,
2-s2.0-85080897744,How does the non-conscious become conscious?,Joseph E. LeDoux,2020,10.1016/j.cub.2020.01.033,
2-s2.0-85082656603,Interictal Epileptiform Discharges and the Quality of Human Intracranial Neurophysiology Data,"Simon G. Ammanuel, Jonathan K. Kleen, Matthew K. Leonard, Edward F. Chang",2020,10.3389/fnhum.2020.00044,
2-s2.0-85078839608,An historical perspective on Endel Tulving's episodic-semantic distinction,"Louis Renoult, Michael D. Rugg",2020,10.1016/j.neuropsychologia.2020.107366,
2-s2.0-85106399481,Effects of Chronic Brain Injury on Quality of Life: A Study in Patients With Left- or Right-Sided Lesion,"Madhushree Chakrabarty, Eliza M. Pflieger, Eileen Cardillo, Anjan Chatterjee",2020,10.1016/j.arrct.2019.100031,
2-s2.0-85092902696,The poetics of artificial intelligence and posthumanism,Kim Youngmin,2020,,
2-s2.0-85084466076,Two and a half systems: The sensory-motor system in dual-process judgment and decision-making,Enrico Petracca,2020,10.1037/npe0000113,
2-s2.0-85082342351,Reply: Brain-behaviour associations and neural representations of emotions in frontotemporal dementia,"Charles R. Marshall, Jason D. Warren",2020,10.1093/brain/awaa006,
2-s2.0-85082260797,Metabolic lesion-deficit mapping of human cognition,"Ashwani Jha, Rute Teotonio, April Louise Smith, Jamshed Bomanji, John Dickson, Beate Diehl, John S. Duncan, Parashkev Nachev",2020,10.1093/brain/awaa032,
2-s2.0-85081303255,Can Applying Neuroanatomical Precision Advance Our Models and Treatment of Posttraumatic Stress Disorder?,"Jessica Bomyea, Ruth Klaming",2020,10.1016/j.bpsc.2020.01.009,
2-s2.0-85081091527,What Do Theory-of-Mind Tasks Actually Measure? Theory and Practice,"François Quesque, Yves Rossetti",2020,10.1177/1745691619896607,
2-s2.0-85080974435,Increased Basolateral Amygdala Functional Connectivity With Subgenual Anterior Cingulate Cortex and Fear-Related Memory Encoding in High Anxious Participants: A Premorbid Feature?,"Sophie Metz, Katja Wingenfeld",2020,10.1016/j.bpsc.2020.01.003,
2-s2.0-85079805416,"ANTISTRUCTURE AND THE ROOTS OF RELIGIOUS EXPERIENCE: with Lluís Oviedo, “Challenges, Opportunities, and Suggestions for a Renewed Program in the Scientific Study of Religion”; Robert N. McCauley, “Recent Trends in the Cognitive Science of Religion: Neuroscience, Religious Experience, and the Confluence of Cognitive and Evolutionary Research”; Connor Wood, “Antistructure and the Roots of Religious Experience”; Konrad Szocik, “Critical Remarks on the Cognitive Science of Religion”; Hans Van Eyghen, “Religious Belief as Acquired Second Nature”; and Léon Turner, “Isolating the Individual: Theology, the Evolution of Religion, and the Problem of Abstract Individualism.”",Connor Wood,2020,10.1111/zygo.12578,
2-s2.0-85079772046,"RECENT TRENDS IN THE COGNITIVE SCIENCE OF RELIGION: NEUROSCIENCE, RELIGIOUS EXPERIENCE, AND THE CONFLUENCE OF COGNITIVE AND EVOLUTIONARY RESEARCH: with Lluís Oviedo, “Challenges, Opportunities, and Suggestions for a Renewed Program in the Scientific Study of Religion”; Robert N. McCauley, “Recent Trends in the Cognitive Science of Religion: Neuroscience, Religious Experience, and the Confluence of Cognitive and Evolutionary Research”; Connor Wood, “Antistructure and the Roots of Religious Experience”; Konrad Szocik, “Critical Remarks on the Cognitive Science of Religion”; Hans Van Eyghen, “Religious Belief as Acquired Second Nature”; and Léon Turner, “Isolating the Individual: Theology, the Evolution of Religion, and the Problem of Abstract Individualism.”",Robert N. McCauley,2020,10.1111/zygo.12573,
2-s2.0-85078509094,Coupled Temporal Fluctuation and Global Signal Synchronization of Spontaneous Brain Activity in Hypnosis for Respiration Control: An fMRI Study,"Yanjun Liu, Yini He, Rongmao Li, Shaode Yu, Jianyang Xu, Yaoqin Xie",2020,10.1016/j.neuroscience.2019.12.032,
2-s2.0-85078343319,Neuroaesthetical Changes in Sculpture: The Case of Yannoulis Halepas (1851-1938),"Maria Ioanna Stefanou, Ulf Ziemann",2020,10.1159/000505546,
2-s2.0-85078167328,"Impact of a neuroscience intervention (NeuroStratE) on the school performance of high school students: Academic achievement, self-knowledge and autonomy through a metacognitive approach","Sophie Cherrier, Pierre Yves Le Roux, François Marie Gerard, Guillaume Wattelez, Olivier Galy",2020,10.1016/j.tine.2020.100125,
2-s2.0-85077511485,A temporal group attention approach for multitemporal multisensor crop classification,"Zhengtao Li, Gang Zhou, Qiong Song",2020,10.1016/j.infrared.2019.103152,
2-s2.0-85077308484,The dimensions of episodic simulation,Johannes B. Mahr,2020,10.1016/j.cognition.2019.104085,
2-s2.0-85075379598,Ternary-task convolutional bidirectional neural turing machine for assessment of EEG-based cognitive workload,"Weizheng Qiao, Xiaojun Bi",2020,10.1016/j.bspc.2019.101745,
2-s2.0-85075165453,Development and implementation of algorithms with diffusion tensor images to evaluate brain connectivity,"Norma Ramirez Hernandez, Rosaura Hernández Montelongo, José Manuel Cumplido Bernal, José Roberto Orozco González",2020,10.1007/s12553-019-00376-7,
